9	0.456703
43	12.2824
48	12.4894
52	11.3881
56	13.0338
63	3.78755
69	6.15738
114	9.16184
139	1.52121
140	1.39001
159	3.07404
192	6.58753
195	2.03392
197	1.84722
199	1.84004
201	1.57166
206	1.75729
210	1.66787
212	1.58088
213	2.24013
217	1.5781
235	3.82341
238	4.36019
253	5.31475
263	1.89278
264	2.04703
274	2.11606
287	6.2644
288	5.18701
292	8.60595
293	3.43881
294	6.84583
296	5.56295
300	5.07281
303	6.18187
305	5.81092
316	4.54793
317	6.0937
329	5.32573
330	6.88999
339	5.07619
353	5.19229
358	7.2733
359	7.77453
375	9.20738
380	7.22119
381	8.45215
382	6.69169
384	6.51806
396	7.03023
408	6.87978
435	3.72504
438	3.40882
442	3.81623
446	3.39775
449	3.57086
450	4.14916
451	3.31003
452	3.31353
470	4.33579
471	4.12898
476	2.91121
480	1.86329
483	1.92229
485	2.15392
486	2.22061
487	2.27236
488	2.16944
490	2.78394
504	1.99263
511	4.24868
518	5.26438
519	4.89957
520	4.08619
529	5.20578
536	4.75108
539	2.17124
545	5.04858
546	5.37133
548	5.28035
549	5.11524
550	5.5988
552	3.83383
553	4.70337
554	4.86291
562	5.59448
569	4.97374
571	7.22729
573	5.68232
575	6.21719
582	3.79954
584	4.0999
585	4.37332
587	5.82331
588	4.40211
614	5.28272
615	5.1138
622	4.56091
630	4.68362
631	5.16794
632	4.82986
633	5.02973
636	4.23836
644	4.74445
645	5.04054
648	4.87861
652	4.40003
654	5.35986
663	4.46823
666	4.03346
669	6.69798
670	5.16577
672	5.16313
673	3.99844
674	4.48402
676	4.82773
680	6.05838
687	4.78655
691	5.54922
703	3.40598
714	2.36791
715	2.39183
716	2.5016
726	2.32816
727	1.83014
730	1.69895
731	2.26386
732	2.45214
738	2.26916
747	2.27184
754	2.28721
774	1.39471
777	2.03281
782	1.11152
783	1.27075
784	2.12705
803	1.58138
813	1.03884
817	5.31099
818	6.2934
821	5.16319
824	2.28165
831	4.83726
837	2.35489
847	2.46887
853	3.09035
856	4.12284
860	2.54631
861	3.4875
897	4.4554
901	2.80753
907	2.50435
926	3.34343
944	1.31503
959	3.92627
960	3.81031
964	5.50972
979	3.76594
986	6.09687
996	3.16243
1010	4.62935
1017	2.66714
1019	3.09862
1052	3.46013
1063	4.60298
1076	6.12396
1079	3.72484
1112	3.09036
1238	3.50751
1245	2.07576
1246	1.78807
1247	1.78052
1249	1.98022
1254	2.13136
1255	1.83239
1270	2.5011
1274	3.11364
1280	2.82136
1281	2.6699
1282	2.56461
1283	2.69786
1284	2.47213
1286	2.64756
1288	2.86696
1290	2.2684
1294	2.09513
1295	2.58293
1296	2.85381
1302	2.19666
1303	2.27873
1304	2.18892
1305	2.38843
1307	2.17081
1308	1.9299
1309	2.03293
1310	2.13849
1311	2.16027
1313	2.03862
1314	1.85243
1326	2.44568
1328	2.23364
1335	1.93074
1338	1.99621
1340	2.03305
1345	1.84734
1346	2.08696
1348	2.14389
1349	1.85235
1351	2.93304
1352	3.05257
1354	2.85644
1358	2.36559
1363	1.95013
1364	2.50307
1366	2.29223
1374	3.48558
1376	1.97426
1377	2.19988
1390	3.9802
1392	5.22866
1393	6.29644
1396	5.42708
1398	3.367
1402	4.2226
1404	5.74664
1405	5.63705
1406	6.23851
1408	3.87881
1421	3.43658
1422	3.67649
1423	4.21561
1426	3.87312
1428	6.67292
1452	4.18082
1465	5.15386
1467	4.33489
1473	4.75925
1476	4.67419
1478	5.52172
1479	3.38129
1482	3.91776
1488	4.13288
1491	3.20759
1492	4.62789
1494	2.40072
1496	4.29813
1497	4.58676
1501	4.67718
1502	3.25668
1505	3.55041
1509	4.33865
1511	2.71546
1517	2.78575
1519	3.13444
1520	6.48539
1522	4.80367
1525	2.62878
1532	6.11504
1534	4.0238
1548	7.35383
1561	3.33863
1570	4.17001
1571	3.41243
1575	3.59676
1579	1.99356
1580	2.34023
1582	3.36127
1587	2.16058
1589	4.03651
1590	3.34862
1596	1.89436
1597	3.0178
1598	1.99962
1599	2.05656
1600	1.70486
1601	2.18721
1604	2.09777
1613	2.09869
1622	2.31725
1624	2.13398
1629	1.53717
1639	2.94453
1643	2.82461
1648	1.78794
1661	1.924
1680	2.08964
1681	2.21466
1683	2.02197
1685	2.26941
1687	1.75515
1694	2.0327
1697	2.79019
1703	3.86224
1705	2.86223
1710	4.79986
1717	2.46367
1718	3.3094
1719	2.32821
1724	2.32276
1736	4.42284
1744	2.64917
1747	2.56026
1748	3.65138
1764	4.58367
1765	4.3499
1766	6.25462
1767	5.4024
